Menu1,Menu2,Compras menores,Menu4,Menu5,Titulo,Folder,archivo,size(in Kb),extension
,,Finanzas,Relación de inventario de almac√©n,Inventario de almac√©n - 2017,Inventario de almac√©n ‚Äì Noviembre 2017,2019/05/,Inventario-de-Almacen-Noviembre-2017.xlsx,39.064,xlsx
,,Finanzas,Relación de inventario de almac√©n,Inventario de almac√©n - 2014,Inventario de almac√©n - Octubre 2014,2019/05/,Inventario-de-Almacen-Octubre-2014.xlsx,25.187,xlsx
,,Finanzas,Relación de inventario de almac√©n,Inventario de almac√©n - 2017,Inventario de almac√©n ‚Äì Octubre 2017,2019/05/,Inventario-de-Almacen-Octubre-2017.xlsx,41.199,xlsx
,,Finanzas,Relación de inventario de almac√©n,Inventario de almac√©n - 2016,Inventario de almac√©n ‚Äì Octubre 2016,2019/05/,inventario-de-almacen-octubre2016.xlsx,29.632,xlsx
,,Finanzas,Relación de inventario de almac√©n,Inventario de almac√©n - 2014,Inventario de almac√©n - Septiembre 2014,2019/05/,Inventario-de-almacen-Septiembre-2014.xlsx,25.131,xlsx
,,Finanzas,Relación de inventario de almac√©n,Inventario de almac√©n - 2015,Inventario de almac√©n ‚Äì Septiembre 2015,2019/05/,Inventario-de-Almacen-septiembre-2015-9.xlsx,30.374,xlsx
,,Finanzas,Relación de inventario de almac√©n,Inventario de almac√©n - 2016,Inventario de almac√©n ‚Äì Septiembre 2016,2019/05/,inventario-de-almacen-Septiembre-2016.xlsx,29.515,xlsx
,,Finanzas,Relación de inventario de almac√©n,Inventario de almac√©n - 2017,Inventario de almac√©n ‚Äì Septiembre 2017,2019/05/,Inventario-de-Almacen-Septiembre-2017.xlsx,40.913,xlsx
,,Finanzas,Relación de inventario de almac√©n,Inventario de almac√©n - 2018,Inventario de almac√©n ‚Äì Trimestre de Octubre - Diciembre 2018,2019/05/,INVENTARIO-DE-ALMACEN-TRIMESTRE-OCTUBRE-DICIEMBRE-2018.pdf,684.032,pdf
,,Finanzas,Relación de inventario de almac√©n,Inventario de almac√©n - 2017,Inventario de almac√©n ‚Äì Abril 2017,2019/05/,Inventario-de-Almacn-Abril-2017.xlsx,42.026,xlsx
,,Finanzas,Relación de inventario de almac√©n,Inventario de almac√©n - 2015,Inventario de almac√©n ‚Äì Octubre 2015,2019/05/,Inventario_de_Almacen_octubre_2015-10.xlsx,30.283,xlsx
,,,,,,2019/05/,iTICge-2015.ods,120.48,ods
,,,,,,2019/05/,iTICge-2018.xlsx,100.347,xlsx
,Finanzas,Relación de activos fijos,Relación de Activos Fijos,Relación de Activos Fijos - 2013,Relación de Activos Fijos - Julio 2013,2019/05/,julio-2013.xlsx,83.78,xlsx
,,Compras y contrataciones,Compras menores,Compras Menores 2013,Compras menores - Junio 2013,2019/04/,JUNIO-2013.xlsx,79.185,xlsx
,,,Marco Legal de Transparencia,Leyes,"Ley No. 1-12 Sobre la Estrategia Nacional de Desarrollo, de fecha 12 de enero de 2012.",2019/05/,Ley-1-12-Sobre-la-Estrategia-Nacional-de-Desarrollo.pdf,1693.599,pdf
,,,Marco Legal de Transparencia,Leyes,"Ley No. 10-04 Que crea la C√°mara de Cuentas de la Rep√∫blica Dominicana, de fecha 20 de enero de 2004.",2019/05/,Ley-10-04-De-la-Camara-de-Cuentas-de-la-Rep.-Dom..pdf,173.544,pdf
,,,Marco Legal de Transparencia,Leyes,"Ley No. 247-12 Org√°nica de la Administración P√∫blica, de fecha 9 de agosto de 2012.",2019/05/,Ley-247-12-Ley-Org√¢nica-de-la-Admini-straci6n-Pl-ibli-ca.pdf,1994.985,pdf
,,,Marco Legal de Transparencia,Leyes,"Ley No. 311-14, Sobre Declaración Jurada de Patrimonio, de fecha 11 de agosto de 2014.",2019/05/,Ley-311-14-Sobre-Declaracion-Juarada-de-Patrimonio.pdf,2034.22,pdf
,,,Marco Legal de Transparencia,Leyes,"Ley No. 13-07 Sobre el Tribunal Superior Administrativo, de fecha 6 de febrero de 2007.",2019/05/,Ley_No.-13-07_sobre_el_Tribunal_Superior_Administrativo.pdf,35.102,pdf
,,,Marco Legal de Transparencia,Leyes,"Ley No. 498-06 De Planificación e Inversi√≥n P√∫blica, de fecha 19 de diciembre 2006.",2019/05/,Ley_No_498-06_de_Planificacion_e_Inversion_Publica.pdf,167.205,pdf
,,,Marco Legal de Transparencia,Leyes,"Ley No. 126-01 Que crea la Dirección General de Contabilidad Gubernamental, de fecha 27 de julio de 2001.",2019/05/,Ley_No__126-01_que_crea_la_Direccion_General_de_Contabilidad_Gubernamental.pdf,36.626,pdf
,,,Marco Legal de Transparencia,Leyes,"Ley No. 13-07 Sobre el Tribunal Superior Administrativo, de fecha 6 de febrero de 2007.",2019/05/,Ley_No__13-07_sobre_el_Tribunal_Superior_Administrativo.pdf,35.102,pdf
,,,Marco Legal de Transparencia,Leyes,"Ley No. 200-04 Sobre Libre Acceso a la Información P√∫blica y reglamentación complementaria, de fecha 28 de julio de 2004.",2019/05/,Ley_No__200-04_sobre_Libre_Acceso_a_la_Informacion_Publica.pdf,412.058,pdf
,,,Marco Legal de Transparencia,Leyes,"Ley No. 41-08 De función P√∫blica, de fecha 4 de enero de 2008.",2019/05/,Ley_No__41-08_sobre_la_Funcion_Publica.pdf,342.081,pdf
,,,Marco Legal de Transparencia,Leyes,"Ley No. 423-06 Org√°nica de Presupuesto para el Sector P√∫blico, de fecha 17 de noviembre de 2006.",2019/05/,Ley_No__423-06_Organica_de_Presupuesto_para_Sector_Publico.pdf,127.312,pdf
,,,Marco Legal de Transparencia,Leyes,"Ley No. 481-08 General de Archivos de la Rep. Dom., de fecha 11 de diciembre de 2008.",2019/05/,Ley_No__481-08_General_de_Archivos.pdf,646.399,pdf
,,,Marco Legal de Transparencia,Leyes,"Ley No. 6-06 Sobre Cr√©dito P√∫blico, de fecha 3 de diciembre de 2006.",2019/05/,Ley_No__6-06_de_Credito_Publico.pdf,62.118,pdf
,Finanzas,Relación de ingresos y egresos,Libramientos,Libramientos 2018,Libramientos emitidos - Julio 2018,2019/05/,LIBRAMIENTOS-EMITIDOS-JULIO-2018.pdf,860.432,pdf
,Finanzas,Relación de ingresos y egresos,Libramientos,Libramientos 2018,Libramientos emitidos - Junio 2018,2019/05/,LIBRAMIENTOS-EMITIDOS-JUNIO-2018.pdf,995.352,pdf
,Finanzas,Relación de ingresos y egresos,Libramientos,Libramientos 2017,Libramientos emitidos - Abril 2017,2019/05/,LIBRAMIENTOS-EMITIDOS-MES-DE-ABRIL-2017.xlsx,39.03,xlsx
,Finanzas,Relación de ingresos y egresos,Libramientos,Libramientos 2018,Libramientos emitidos - Abril 2018,2019/05/,LIBRAMIENTOS-EMITIDOS-MES-DE-ABRIL-2018.xlsx,40.193,xlsx
,Finanzas,Relación de ingresos y egresos,Libramientos,Libramientos 2017,Libramientos emitidos - Agosto 2017,2019/05/,LIBRAMIENTOS-EMITIDOS-MES-DE-AGOSTO-2017.xlsx,39.014,xlsx
,Finanzas,Relación de ingresos y egresos,Libramientos,Libramientos 2018,Libramientos emitidos - Agosto 2018,2019/05/,LIBRAMIENTOS-EMITIDOS-MES-DE-AGOSTO-2018.xlsx,840.571,xlsx
,Finanzas,Relación de ingresos y egresos,Libramientos,Libramientos 2017,Libramientos emitidos - Diciembre 2017,2019/05/,LIBRAMIENTOS-EMITIDOS-MES-DE-DICIEMBRE-2017.xlsx,40.815,xlsx
,Finanzas,Relación de ingresos y egresos,Libramientos,Libramientos 2018,Libramientos emitidos - Diciembre 2018,2019/05/,LIBRAMIENTOS-EMITIDOS-MES-DE-DICIEMBRE-2018.pdf,492.915,pdf
,Finanzas,Relación de ingresos y egresos,Libramientos,Libramientos 2017,Libramientos emitidos - Enero 2017,2019/05/,LIBRAMIENTOS-EMITIDOS-MES-DE-ENERO-2017.xlsx,38.737,xlsx
,Finanzas,Relación de ingresos y egresos,Libramientos,Libramientos 2018,Libramientos emitidos - Enero 2018,2019/05/,LIBRAMIENTOS-EMITIDOS-MES-DE-ENERO-2018.xlsx,38.081,xlsx
,Finanzas,Relación de ingresos y egresos,Libramientos,Libramientos 2017,Libramientos emitidos - Febrero 2017,2019/05/,LIBRAMIENTOS-EMITIDOS-MES-DE-FEBRERO-2017.xlsx,39.473,xlsx
,Finanzas,Relación de ingresos y egresos,Libramientos,Libramientos 2018,Libramientos emitidos - Febrero 2018,2019/05/,LIBRAMIENTOS-EMITIDOS-MES-DE-FEBRERO-2018.xlsx,38.687,xlsx
,Finanzas,Relación de ingresos y egresos,Libramientos,Libramientos 2019,Libramientos emitidos - Febrero 2019,2019/05/,LIBRAMIENTOS-EMITIDOS-MES-DE-FEBRERO-2019.pdf,644.147,pdf
,Finanzas,Relación de ingresos y egresos,Libramientos,Libramientos 2017,Libramientos emitidos - Julio 2017,2019/05/,LIBRAMIENTOS-EMITIDOS-MES-DE-JULIO-2017.xlsx,38.388,xlsx
,Finanzas,Relación de ingresos y egresos,Libramientos,Libramientos 2017,Libramientos emitidos - Junio 2017,2019/05/,LIBRAMIENTOS-EMITIDOS-MES-DE-JUNIO-2017.xlsx,39.263,xlsx
,Finanzas,Relación de ingresos y egresos,Libramientos,Libramientos 2017,Libramientos emitidos - Marzo 2017,2019/05/,LIBRAMIENTOS-EMITIDOS-MES-DE-MARZO-2017.xlsx,40.823,xlsx
,Finanzas,Relación de ingresos y egresos,Libramientos,Libramientos 2018,Libramientos emitidos - Marzo 2018,2019/05/,LIBRAMIENTOS-EMITIDOS-MES-DE-MARZO-2018.xlsx,40.695,xlsx
,Finanzas,Relación de ingresos y egresos,Libramientos,Libramientos 2019,Libramientos emitidos - Marzo 2019,2019/05/,LIBRAMIENTOS-EMITIDOS-MES-DE-MARZO-2019.pdf,643.094,pdf
,Finanzas,Relación de ingresos y egresos,Libramientos,Libramientos 2017,Libramientos emitidos - Mayo 2017,2019/05/,LIBRAMIENTOS-EMITIDOS-MES-DE-MAYO-2017.xlsx,39.565,xlsx
,Finanzas,Relación de ingresos y egresos,Libramientos,Libramientos 2018,Libramientos emitidos - Mayo 2018,2019/05/,LIBRAMIENTOS-EMITIDOS-MES-DE-MAYO-2018.xlsx,40.601,xlsx
,Finanzas,Relación de ingresos y egresos,Libramientos,Libramientos 2017,Libramientos emitidos - Noviembre 2017,2019/05/,LIBRAMIENTOS-EMITIDOS-MES-DE-NOVIEMBRE-2017.xlsx,39.071,xlsx
,Finanzas,Relación de ingresos y egresos,Libramientos,Libramientos 2018,Libramientos emitidos - Noviembre 2018,2019/05/,LIBRAMIENTOS-EMITIDOS-MES-DE-NOVIEMBRE-2018.pdf,483.688,pdf
,Finanzas,Relación de ingresos y egresos,Libramientos,Libramientos 2017,Libramientos emitidos - Octubre 2017,2019/05/,LIBRAMIENTOS-EMITIDOS-MES-DE-OCTUBRE-2017.xlsx,39.27,xlsx
,Finanzas,Relación de ingresos y egresos,Libramientos,Libramientos 2018,Libramientos emitidos - Octubre 2018,2019/05/,LIBRAMIENTOS-EMITIDOS-MES-DE-OCTUBRE-2018-.pdf,483.102,pdf
,Finanzas,Relación de ingresos y egresos,Libramientos,Libramientos 2017,Libramientos emitidos - Septiembre 2017,2019/05/,LIBRAMIENTOS-EMITIDOS-MES-DE-SEPTIEMBRE-2017.xlsx,39.856,xlsx
,Finanzas,Relación de ingresos y egresos,Libramientos,Libramientos 2018,Libramientos emitidos - Septiembre 2018,2019/05/,LIBRAMIENTOS-EMITIDOS-MES-DE-SEPTIEMBRE-2018.xlsx,841.329,xlsx
,,Compras y contrataciones,Compras menores,Compras Menores 2013,Compras menores - Marzo 2013,2019/04/,MARZO-2013.xlsx,78.396,xlsx
,,Compras y contrataciones,Compras menores,Compras Menores 2013,Compras menores - Mayo 2013,2019/04/,MAYO-2013.xlsx,78.844,xlsx
,,,,,,2019/05/,NOMINA-DATOS-ABIERTOS-2018-MARZO-2019-ODS.ods,191.761,ods
,,,,,,2019/05/,NOMINA-DATOS-ABIERTOS-2018-MARZO-2019-XLSX.xlsx,156.807,xlsx
,,,,,,2019/05/,NORTIC-A3-1-2014-Publicacion-de-Datos-Abiertos.pdf,10801.086,pdf
,,,,,,2019/05/,NORTIC-A5-2015-Servicios-Publicos.pdf,7601.876,pdf
,,Compras y contrataciones,Comparaciones de precios,Comparaciones de precios 2012,"Comparaciones de precios, Noviembre 2012",2019/04/,NOVIEMBRE-2012.xlsx,43.41,xlsx
,Finanzas,Relación de activos fijos,Relación de Activos Fijos,Relación de Activos Fijos - 2013,Relación de Activos Fijos - Noviembre 2013,2019/05/,noviembre-2013.xlsx,83.49,xlsx
,,Compras y contrataciones,Comparaciones de precios,Comparaciones de precios 2012,"Comparaciones de precios, Octubre 2012",2019/04/,OCTUBRE-2012.xlsx,39.139,xlsx
,Finanzas,Relación de activos fijos,Relación de Activos Fijos,Relación de Activos Fijos - 2013,Relación de Activos Fijos - Octubre 2013,2019/05/,octubre-2013.xlsx,83.479,xlsx
,,,,,,2019/05/,OpenData-CCG-2018-2019-XLSX.xlsx,10.321,xlsx
,,,,,,2019/05/,OPTIC-Matriz-de-evaluacin-1er-trimestre-2018.xlsx,81.018,xlsx
,,,,,,2019/05/,OPTIC-Matriz-de-EVALUADA-2do-trimestre.xlsx,80.032,xlsx
,Compras y contrataciones,Proceso de excepción por indicados en el reglamento 543-12,Procesos Por Excepción - 2017,Procesos Por Excepción - Marzo 2017,Orden de Compras - Licencias WachtGuard - Marzo 2017,2019/05/,Orden-de-Compras-Licencias-WachtGuard-Marzo-2017.pdf,847.761,pdf
,,,Comisi√≥n de √âtica P√∫blica (CEP),Plan de trabajo de la CEP,Comisi√≥n de √âtica P√∫blica (CEP) - Plan de Trabajo 2015,2019/05/,Plan-de-Trabajo-CEP-OPTIC-2015.xlsx,118.463,xlsx
,,,Comisi√≥n de √âtica P√∫blica (CEP),Plan de trabajo de la CEP,Comisi√≥n de √âtica P√∫blica (CEP) - Plan de Trabajo 2016,2019/05/,Plan-de-Trabajo-CEP-OPTIC-2016.xlsx,110.374,xlsx
,,,Comisi√≥n de √âtica P√∫blica (CEP),Plan de trabajo de la CEP,Comisi√≥n de √âtica P√∫blica (CEP) - Plan de Trabajo 2017,2019/05/,Plan-de-Trabajo-CEP-OPTIC-2017.xlsx,90.477,xlsx
,,Compras y contrataciones,Relación de compras por debajo del umbral,Relación de Compras por debajo el Umbral - 2018,Relación de Compras por debajo el Umbral - Noviembre 2018,2019/05/,POR-DEBAJO-DEL-UMBRAL-NOV-2018.pdf,209.464,pdf
,Compras y contrataciones,Proceso de excepción por indicados en el reglamento 543-12,Procesos Por Excepción - 2017,Procesos Por Excepción - Julio 2017,Procesos Por Excepción ‚Äì Adquisición de Publicidad Peri√≥dico Digital ‚Äì Julio 2017,2019/05/,Portada-Periodico-Digital-Editora-Acento-SAS-1.pdf,439.794,pdf
,Compras y contrataciones,Proceso de excepción por indicados en el reglamento 543-12,Procesos Por Excepción - 2017,Procesos Por Excepción - Julio 2017,Procesos Por Excepción - Adquisición de Portada Peri√≥dico Digital - Julio 2017,2019/05/,Portada-Periodico-Digital-Editora-Acento-SAS.pdf,439.794,pdf
,Proyectos y programas,Informes de presupuesto sobre Programas y Proyectos,Informes de Presupuesto sobre Programas y Proyectos - 2018,Presupuesto Ejecutado CCG,Presupuesto Ejecutado - Centro de Contacto Gubernamental - 2018,2019/05/,Presupuesto-Ejecutado-ccg.xls,2779.648,xls
Proyectos y programas,Informes de presupuesto sobre Programas y Proyectos,Informes de Presupuesto sobre Programas y Proyectos - 2018,Presupuesto Ejecutado del Data Center,Presupuesto Ejecutado - Data Center - 2017,Presupuesto Ejecutado - Data Center - Abril 2017,2019/05/,Presupuesto-Ejecutado-Data-Center-a-Abril-2017-XLSX.xlsx,2731.85,xlsx
Proyectos y programas,Informes de presupuesto sobre Programas y Proyectos,Informes de Presupuesto sobre Programas y Proyectos - 2018,Presupuesto Ejecutado del Data Center,Presupuesto Ejecutado - Data Center - 2017,Presupuesto Ejecutado - Data Center - Agosto 2017,2019/05/,Presupuesto-Ejecutado-Data-Center-a-Agosto-2017-XLSX.xlsx,2731.349,xlsx
Proyectos y programas,Informes de presupuesto sobre Programas y Proyectos,Informes de Presupuesto sobre Programas y Proyectos - 2018,Presupuesto Ejecutado del Data Center,Presupuesto Ejecutado - Data Center - 2017,Presupuesto Ejecutado - Data Center - Diciembre 2017,2019/05/,Presupuesto-Ejecutado-Data-Center-a-Diciembre-2017-XLSX.xlsx,2731.354,xlsx
Proyectos y programas,Informes de presupuesto sobre Programas y Proyectos,Informes de Presupuesto sobre Programas y Proyectos - 2018,Presupuesto Ejecutado del Data Center,Presupuesto Ejecutado - Data Center - 2018,Presupuesto Ejecutado - Data Center - Enero 2018,2019/05/,Presupuesto-Ejecutado-Data-Center-a-E-nero-2018-XLSX.xlsx,2731.343,xlsx
Proyectos y programas,Informes de presupuesto sobre Programas y Proyectos,Informes de Presupuesto sobre Programas y Proyectos - 2018,Presupuesto Ejecutado del Data Center,Presupuesto Ejecutado - Data Center - 2017,Presupuesto Ejecutado - Data Center - Enero 2017,2019/05/,Presupuesto-Ejecutado-Data-Center-a-Enero-2017-XLSX.xlsx,2731.844,xlsx
Proyectos y programas,Informes de presupuesto sobre Programas y Proyectos,Informes de Presupuesto sobre Programas y Proyectos - 2018,Presupuesto Ejecutado del Data Center,Presupuesto Ejecutado - Data Center - 2017,Presupuesto Ejecutado - Data Center - Febrero 2017,2019/05/,Presupuesto-Ejecutado-Data-Center-a-Febrero-2017-XLSX.xlsx,2731.849,xlsx
Proyectos y programas,Informes de presupuesto sobre Programas y Proyectos,Informes de Presupuesto sobre Programas y Proyectos - 2018,Presupuesto Ejecutado del Data Center,Presupuesto Ejecutado - Data Center - 2018,Presupuesto Ejecutado - Data Center - Febrero 2018,2019/05/,Presupuesto-Ejecutado-Data-Center-a-Febrero-2018-XLSX.xlsx,2731.361,xlsx
Proyectos y programas,Informes de presupuesto sobre Programas y Proyectos,Informes de Presupuesto sobre Programas y Proyectos - 2018,Presupuesto Ejecutado del Data Center,Presupuesto Ejecutado - Data Center - 2017,Presupuesto Ejecutado - Data Center - Julio 2017,2019/05/,Presupuesto-Ejecutado-Data-Center-a-Julio-2017-XLSX.xlsx,2731.358,xlsx
Proyectos y programas,Informes de presupuesto sobre Programas y Proyectos,Informes de Presupuesto sobre Programas y Proyectos - 2018,Presupuesto Ejecutado del Data Center,Presupuesto Ejecutado - Data Center - 2017,Presupuesto Ejecutado - Data Center - Junio 2017,2019/05/,Presupuesto-Ejecutado-Data-Center-a-Junio-2017-XLSX.xlsx,2731.349,xlsx
Proyectos y programas,Informes de presupuesto sobre Programas y Proyectos,Informes de Presupuesto sobre Programas y Proyectos - 2018,Presupuesto Ejecutado del Data Center,Presupuesto Ejecutado - Data Center - 2017,Presupuesto Ejecutado - Data Center - Marzo 2017,2019/05/,Presupuesto-Ejecutado-Data-Center-a-Marzo-2017-XLSX.xlsx,2731.849,xlsx
Proyectos y programas,Informes de presupuesto sobre Programas y Proyectos,Informes de Presupuesto sobre Programas y Proyectos - 2018,Presupuesto Ejecutado del Data Center,Presupuesto Ejecutado - Data Center - 2017,Presupuesto Ejecutado - Data Center - Mayo 2017,2019/05/,Presupuesto-Ejecutado-Data-Center-a-Mayo-2017-XLSX.xlsx,2731.354,xlsx
Proyectos y programas,Informes de presupuesto sobre Programas y Proyectos,Informes de Presupuesto sobre Programas y Proyectos - 2018,Presupuesto Ejecutado del Data Center,Presupuesto Ejecutado - Data Center - 2017,Presupuesto Ejecutado - Data Center - Noviembre 2017,2019/05/,Presupuesto-Ejecutado-Data-Center-a-Noviembre-2017-XLSX.xlsx,2731.354,xlsx
Proyectos y programas,Informes de presupuesto sobre Programas y Proyectos,Informes de Presupuesto sobre Programas y Proyectos - 2018,Presupuesto Ejecutado del Data Center,Presupuesto Ejecutado - Data Center - 2017,Presupuesto Ejecutado - Data Center - Octubre 2017,2019/05/,Presupuesto-Ejecutado-Data-Center-a-octubre-2017-XLSX.xlsx,2731.353,xlsx
Proyectos y programas,Informes de presupuesto sobre Programas y Proyectos,Informes de Presupuesto sobre Programas y Proyectos - 2018,Presupuesto Ejecutado del Data Center,Presupuesto Ejecutado - Data Center - 2017,Presupuesto Ejecutado - Data Center - Septiembre 2017,2019/05/,Presupuesto-Ejecutado-Data-Center-a-septiembre-2017-XLSX.xlsx,2731.366,xlsx
,,Compras y contrataciones,Proceso de excepción por indicados en el reglamento 543-12,Procesos Por Excepción - 2018,Procesos Por Excepción - Agosto 2018,2019/05/,Proceso-Excepcin-agosto-2018.pdf,144.392,pdf
,,Compras y contrataciones,Proceso de excepción por indicados en el reglamento 543-12,Procesos Por Excepción - 2018,Procesos Por Excepción - Diciembre 2018,2019/05/,Proceso-Excepcin-Diciembre-2018.pdf,190.254,pdf
,,Compras y contrataciones,Proceso de excepción por indicados en el reglamento 543-12,Procesos Por Excepción - 2018,Procesos Por Excepción - Julio 2018,2019/05/,Proceso-Excepcin-Julio-2018.pdf,184.437,pdf
,,Compras y contrataciones,Proceso de excepción por indicados en el reglamento 543-12,Procesos Por Excepción - 2018,Procesos Por Excepción - Septiembre 2018,2019/05/,Proceso-Excepcin-Septiembre-2018.pdf,157.112,pdf
,Compras y contrataciones,Proceso de excepción por indicados en el reglamento 543-12,Procesos Por Excepción - 2017,Procesos Por Excepción - Marzo 2017,Proceso por Excepción - Solicitud de Compra de Boleto A√©reo - Marzo 2017,2019/05/,Proceso-por-Excepcion-Marzo-2017-Solicitud-de-Compra-de-Boleto-Aereo.pdf,461.866,pdf
,,Compras y contrataciones,Proceso de excepción por indicados en el reglamento 543-12,Procesos Por Excepción - 2019,Procesos Por Excepción - Marzo 2019,2019/05/,Procesos-Excepcin-Marzo-2019.pdf,191.284,pdf
,,Compras y contrataciones,Proceso de excepción por indicados en el reglamento 543-12,Procesos Por Excepción - 2018,Procesos Por Excepción - Noviembre 2018,2019/05/,Procesos-Excepcin-Noviembre.pdf,191.598,pdf
,,Compras y contrataciones,Proceso de excepción por indicados en el reglamento 543-12,Procesos Por Excepción - 2019,Procesos Por Excepción - Enero 2019,2019/05/,PROCESOS-EXCEPCION-ENERO-2019.pdf,174.752,pdf
,,Compras y contrataciones,Proceso de excepción por indicados en el reglamento 543-12,Procesos Por Excepción - 2019,Procesos Por Excepción - Abril 2019,2019/05/,Procesos-por-Excepcin-abril-2019.pdf,177.551,pdf
,,Compras y contrataciones,Proceso de excepción por indicados en el reglamento 543-12,Procesos Por Excepción - 2019,Procesos Por Excepción - Febrero 2019,2019/05/,Procesos-por-Excepcin-Feb-2019.pdf,184.199,pdf
,,Compras y contrataciones,Proceso de excepción por indicados en el reglamento 543-12,Procesos Por Excepción - 2018,Procesos Por Excepción - Octubre 2018,2019/05/,PROCESOS-POR-EXCEPCION-OCTUBRE-2018.pdf,156.052,pdf
,Compras y contrataciones,Proceso de excepción por indicados en el reglamento 543-12,Procesos Por Excepción - 2017,Procesos Por Excepción - Julio 2017,Procesos Por Excepción ‚Äì Adquisición de Publicidad Peri√≥dico Digital ‚Äì Julio 2017,2019/05/,Publicidad-en-Periodico-Digital-Grupo-Diario-Libre-SA.pdf,727.617,pdf
,Compras y contrataciones,Proceso de excepción por indicados en el reglamento 543-12,Procesos Por Excepción - 2017,Procesos Por Excepción - Agosto 2017,Procesos Por Excepción ‚Äì Adquisición de Publicidad en Peri√≥dico Impreso  ‚Äì Agosto 2017,2019/05/,Publicidad-en-Periodico-Impreso-Grupo-Diario-LIbre-SA-3.pdf,548.352,pdf
,Compras y contrataciones,Proceso de excepción por indicados en el reglamento 543-12,Procesos Por Excepción - 2017,Procesos Por Excepción - Agosto 2017,Procesos Por Excepción ‚Äì Adquisición de Publicidad Peri√≥dico Impreso 4 ‚Äì Agosto 2017,2019/05/,Publicidad-en-Periodico-ImpresoPublicaciones-Ahora-SAS-6.pdf,431.54,pdf
,Compras y contrataciones,Proceso de excepción por indicados en el reglamento 543-12,Procesos Por Excepción - 2017,Procesos Por Excepción - Agosto 2017,Procesos Por Excepción ‚Äì Adquisición de Publicidad en Peri√≥dico Digital  ‚Äì Agosto 2017,2019/05/,Publicidad-Periodico-Digital-Noticias-al-Momento-SRL.pdf,649.278,pdf
,Compras y contrataciones,Proceso de excepción por indicados en el reglamento 543-12,Procesos Por Excepción - 2017,Procesos Por Excepción - Agosto 2017,Procesos Por Excepción ‚Äì Adquisición de Publicidad Peri√≥dico Impreso 2 ‚Äì Agosto 2017,2019/05/,Publicidad-Periodico-Impreso-Editora-El-Nuevo-Diario-SA-4.pdf,510.027,pdf
,Compras y contrataciones,Proceso de excepción por indicados en el reglamento 543-12,Procesos Por Excepción - 2017,Procesos Por Excepción - Agosto 2017,Procesos Por Excepción ‚Äì Adquisición de Publicidad Peri√≥dico Impreso 5 ‚Äì Agosto 2017,2019/05/,Publicidad-Periodico-Impreso-Editora-Hoy-SAS-7.pdf,430.824,pdf
,Compras y contrataciones,Proceso de excepción por indicados en el reglamento 543-12,Procesos Por Excepción - 2017,Procesos Por Excepción - Agosto 2017,Procesos Por Excepción ‚Äì Adquisición de Publicidad Peri√≥dico Impreso 3 ‚Äì Agosto 2017,2019/05/,Publicidad-Periodico-Impreso-Editora-Listin-Diario-SA-5.pdf,801.291,pdf
,Compras y contrataciones,Proceso de excepción por indicados en el reglamento 543-12,Procesos Por Excepción - 2017,Procesos Por Excepción - Agosto 2017,Procesos Por Excepción ‚Äì Adquisición de Publicidad en Redes Sociales ‚Äì Agosto 2017,2019/05/,Publucidad-en-Redes-Sociales-Visual-Imagen-SRL-8.pdf,669.476,pdf
,,,,,,2019/05/,Registro-Comisiones-de-tica-Pblica-2017-con-suplentes-1.xlsx,55.937,xlsx
,,,,,,2019/05/,Registro-Comisiones-de-tica-Pblica-2017-con-suplentes.xlsx,55.937,xlsx
,,Marco Legal de Transparencia,Resoluciones y Reglamentos,Reglamentos,Reglamento No. 06-04 De aplicación de la Ley 10-04 de C√°mara de Cuentas.,2019/05/,Reglamento-No.-06-04-de-aplicacion-de-la-Ley-10-04-de-Camara-de-Cuentas.pdf,198.748,pdf
,,Compras y contrataciones,Casos de seguridad y emergencia nacional,Casos de emergencia - 2018,"Casos de emergencia, Junio 2018",2019/05/,Relacin-Casos-de-Emergencia-Junio-2018.pdf,150.16,pdf
,,Compras y contrataciones,Casos de urgencias,Casos de urgencias - 2018,Casos de urgencias - Junio 2018,2019/05/,Relacin-Casos-de-Urgencia-Junio-2018.pdf,148.51,pdf
,Finanzas,Relación de activos fijos,Relación de Activos Fijos,Relación de Activos Fijos - 2017,Relación de Activos Fijos - Abril 2017,2019/05/,Relacin-de-Activos-Fijos-Abril-2017.xlsx,51.66,xlsx
,Finanzas,Relación de activos fijos,Relación de Activos Fijos,Relación de Activos Fijos - 2017,Relación de Activos Fijos - Agosto 2017,2019/05/,Relacin-de-Activos-Fijos-Agosto-2017.xlsx,50.531,xlsx
,Finanzas,Relación de activos fijos,Relación de Activos Fijos,Relación de Activos Fijos - 2017,Relación de Activos Fijos - Enero 2017,2019/05/,Relacin-de-activos-fijos-enero-2017.xlsx,47.758,xlsx
,Finanzas,Relación de activos fijos,Relación de Activos Fijos,Relación de Activos Fijos - 2017,Relación de Activos Fijos - Febrero 2017,2019/05/,Relacin-de-Activos-Fijos-Febrero-2017.xlsx,47.049,xlsx
,Finanzas,Relación de activos fijos,Relación de Activos Fijos,Relación de Activos Fijos - 2017,Relación de Activos Fijos - Julio 2017,2019/05/,Relacin-de-Activos-Fijos-Julio-2017.xlsx,50.74,xlsx
,Finanzas,Relación de activos fijos,Relación de Activos Fijos,Relación de Activos Fijos - 2017,Relación de Activos Fijos - Junio 2017,2019/05/,Relacin-de-Activos-Fijos-Junio-2017.xlsx,50.742,xlsx
